Key,english
foodChiliDog,ฮอทดอกพริก
foodChiliDogDesc,อร่อย!
foodChiliDogSchematic,สูตรฮอทดอกพริก
foodCornBread,ขนมปังข้าวโพด
foodCornBreadDesc,ขนมปังข้าวโพดรสอร่อยช่วยยกจิตวิญญาณของคุณด้วยเสน่ห์แบบโฮมเมด.
foodCornBreadSchematic,สูตรขนมปังข้าวโพด
foodCornMeal,แป้งข้าวโพด
foodCornMealDesc,แป้งข้าวโพดทำได้หลากหลายสูตร สามารถคราฟได้ที่แคมป์ไฟ แต่จริงๆเเล้วก็กินดิบๆได้นะ.
foodCornOnTheCob,ข้าวโพดต้ม
foodCornOnTheCobDesc,ข้าวโพดนึ่งไม่ใช่อาหารที่อิ่มหรือมีคุณค่าทางโภชนาการมากที่สุด แต่รับรองว่าน่าพึงพอใจ.
foodCornOnTheCobSchematic,Corn on the Cob Recipe
foodEgg,ไข่
foodEggBoiled,ไข่ต้ม
foodEggBoiledDesc,ไข่ต้มเป็นอาหารว่างที่อร่อยและน่ารับประทาน.
foodEggDesc,ไข่สามารถรับประทานดิบได้ แต่ควรปรุงสุก ใช้ในสูตรแคมป์ไฟต่างๆ.
foodFishTacos,ทาโก้ปลา
foodFishTacosDesc,ใครอยากไปกินทาโก้บ้าง? วันอังคาร หรือเป็นวันพฤหัสดี?
foodFishTacosSchematic,สูตรทาโก้ปลา
foodGrilledMeat,เนื้อย่าง
foodGrilledMeatDesc,เนื้อ! เนื้อติดไฟ! ดี! เนื้อสดใหม่จากเตา มีคุณค่าทางโภชนาการ อร่อยเเละอิ่มท้อง.
foodGrilledMeatSchematic,สูตรเนื้อย่าง
foodGumboStew,กัมโบสตูว์
foodGumboStewDesc,กินจนอ้วก! กินอย่างราชาในวันสิ้นโลกด้วยกัมโบสตูว์แสนอร่อย.
foodGumboStewSchematic,สูตรกัมโบสตูว์
foodHoboStew,โฮโบสตูว์
foodHoboStewDesc,มีคุณค่าทางโภชนาการและ อร่...มันกินได้หน่าได้ โอเค๊?
foodHoboStewSchematic,สูตรโฮโบสตูว์
foodHoney,โถน้ำผึ้ง
foodHoneyDesc,น้ำผึ้งเป็นหนึ่งในปาฏิหาริย์ของธรรมชาติ ให้พลังงาน รสชาติดี และสามารถช่วยต่อสู้กับการติดเชื้อในระยะแรกได้\n(ไม่ใช่การรักษาในทันที)
foodMeatStew,สตูว์เนื้อ
foodMeatStewDesc,มันไม่คุ้มหรอกถ้ารอดชีวิตมาเเล้วทำสตูว์เนื้อโรยเกลือไม่ได้.
foodMeatStewSchematic,สูตรสตูว์เนื้อ
foodMoldyBread,ขนมปังขึ้นรา
foodMoldyBreadDesc,กินเเละรับความเสี่ยงของคุณเอง สามารถใช้ทำยาปฏิชีวนะที่โต๊ะเคมีได้.
foodPumpkinBread,ขนมปังฟักทอง
foodPumpkinBreadDesc,ขนมปังฟักทองอิ่มทองมากกว่าขนมปังข้าวโพดและมีรสชาติที่น่าอัศจรรย์.
foodPumpkinBreadSchematic,สูตรขนมปังฟักทอง
foodPumpkinCheesecake,ชีสเค้กฟักทอง
foodPumpkinCheesecakeDesc,ชีสเค้กฟักทองนี้มีรสชาติอร่อยและให้ส่วนลด 5% เมื่อทำการแลกเปลี่ยน.
foodPumpkinCheesecakeSchematic,สูตรชีสเค้กฟักทอง
foodPumpkinPie,พายฟักทอง
foodPumpkinPieDesc,หากมีสิ่งหนึ่งที่ต้องขอบคุณในวันสิ้นโลก นั่นก็คือ พายฟักทอง.
foodPumpkinPieSchematic,สูตรพายฟักทอง
foodRawMeat,เนื้อดิบ
foodRawMeatDesc,เนื้อสัตว์สามารถรับประทานดิบๆ ได้ แต่ท่านำไปย่าง ย่าง ต้ม หรือทำเป็นสตูว์ที่แคมป์ไฟจะดีกว่า.
foodRottingFlesh,เนื้อเน่า
foodRottingFleshDesc,คุณจะต้องหมดหวังจริงๆที่จะกินสิ่งนี้
foodShamChowder,Sham Chowder
foodShamChowderDesc,Sham Chowder increases your Fortitude and grows chest hair!
foodShamChowderSchematic,Sham Chowder Recipe
foodShamSandwich,แซนด์วิชเก่า
foodShamSandwichDesc,แซนวิชเก่า ๆ ที่ทำโดยแชมเวย์ มันจะช่วยขจัดความหิว แต่มันจะทำให้คุณป่วยด้วย.
foodShepardsPie,เชพเพิร์ดพาย
foodShepardsPieDesc,เชพเพิร์ดพายรับรองว่าอร่อยและฟินสุดๆ.
foodShepardsPieSchematic,สูตรเชพเพิร์ดพาย
foodSpaghetti,สปาเก็ตตี้
foodSpaghettiDesc,มันไม่ใช่อาหารอิตาเลี่ยนที่มีระดับแต่มันทำให้อิ่มมากและมีการรับประกันไม่คืนเงินท่าหากกินเเล้วเกิดอ้วกขึ้นมา.
foodSpaghettiSchematic,สูตรสปาเก็ตตี้
foodSteakAndPotato,สเต็กเนื้อและมันฝรั่ง
foodSteakAndPotatoDesc,มื้อที่อิ่มเอมพอดีสำหรับราชา!
foodSteakAndPotatoSchematic,สูตรอาหารสเต็กและมันฝรั่ง
foodTunaFishGravyToast,ขนมปังเกรวี่ปลาทูน่า
foodTunaFishGravyToastDesc,บางคนเรียกมันว่าอึบนทราย แต่จริงๆแล้วมันค่อนข้างอร่อยและอิ่มมาก
foodTunaFishGravyToastSchematic,สูตรโทสต์เกรวี่ปลาทูน่า
foodVegetableStew,สตูว์ผัก
foodVegetableStewDesc,แม่ของคุณมักจะบอกให้คุณกินผักเสมอ ตอนนี้เป็นโอกาสของคุณที่จะทำให้เธอมีความสุขและก็อะไรอีกรู้ไหม เดาสิ? มันดีสำหรับคุณไง.
foodVegetableStewSchematic,สูตรสตูว์ผัก
gunBotRoboticsParts,ชิ้นส่วนหุ่นยนต์
gunBotT1JunkSledge,ป้อมกระทุ้งอัตโนมัติ
gunBotT1JunkSledgeDesc,คุณอาจไม่เก่งเรื่องต่อยตีแต่คุณมีเทคโนโลยี\nคุณยังสามารถใช้งานสิ่งนี้บนพื้นได้โดยการคลิกขวา\nซ่อมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนหุ่นยนต์
gunBotT1JunkSledgeSchematic,แผนผังหุ่นยนต์ัวค้อน
gunBotT2JunkTurret,ป้อมปืนหุ่นยนต์
gunBotT2JunkTurretDesc,อุปกรณ์นี้สามารถยิงและบรรจุใหม่ได้กับเหมือนปืน มันใช้กระสุน Robotic Turret Ammo สำหรับกระสุน\nคุณยังสามารถปรับใช้มันบนพื้นดินโดยการวางกับพื้น\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนหุ่นยนต์
gunBotT2JunkTurretSchematic,แผนผังป้อมปืนหุ่นยนต์
gunBotT3JunkDrone,โดรนหุ่นยนต์
gunBotT3JunkDroneDesc,"Crafted from robotic parts and scrap, the robotic drone is the ultimate companion in the apocalypse. It can heal you, help fight and carry some items."
gunBotT3JunkDroneSchematic,แผนผังโดรนหุ่นยนต์
gunBowT0PrimitiveBow,ธนูพื้นฐาน
gunBowT0PrimitiveBowDesc,เหมาะสำหรับการล่าและฆ่าซอมบี้ ใช้ลูกธนูสำหรับกระสุน\nกดโหลดค้างไว้เพื่อใช้กระสุนสำรอง\n\nซ่อมแซมด้วยไม้\nย่อยเพื่อรับไม้.
gunBowT1IronCrossbow,หน้าไม้เหล็ก
gunBowT1IronCrossbowDesc,หน้าไม้นั้นบรรจุกระสุนได้ช้า\nแต่สร้างความเสียหายได้มากกว่าธนูไม้\nอาวุธนี้สามารถยิงใต้น้ำได้\nกดRค้างเพื่อใช้กระสุนสำรอง\nซ่อมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนธนู / หน้าไม้
gunBowT1IronCrossbowSchematic,แผนผังหน้าไม้เหล็ก
gunBowT1WoodenBow,ธนูไม้
gunBowT1WoodenBowDesc,เหมาะสำหรับการล่าและฆ่าซอมบี้ ใช้ลูกธนูสำหรับกระสุน\nกดโหลดค้างไว้เพื่อใช้กระสุนสำรอง\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วน ธนู / หน้าไม้.
gunBowT1WoodenBowParts,ชิ้นส่วนธนู / หน้าไม้
gunBowT1WoodenBowSchematic,แผนผังคันธนูไม้
gunBowT3CompoundBow,ธนูคอมพาวนด์
gunBowT3CompoundBowDesc,คันธนูคอมพาวนด์สร้างความเสียหายได้มากกว่า\nและลูกธนูพุ่งตรงขึ้นซึ่งทำให้เล็งได้ง่ายขึ้น.\nซ่อมแซมโดยไม่ต้องมีชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนเครื่องมือเหล็ก.
gunBowT3CompoundBowSchematic,แผนผังธนูคอมพาวนด์
gunBowT3CompoundCrossbow,หน้าไม้
gunBowT3CompoundCrossbowSchematic,แผนผังหน้าไม้
gunExplosivesT3RocketLauncher,Rocket Launcher
gunExplosivesT3RocketLauncherDesc,A Rocket Launcher shoots rocket propelled grenades.\n\nRepair with a Repair Kit.\nScrap to Rocket Launcher parts.
gunExplosivesT3RocketLauncherParts,Rocket Launcher Parts
gunExplosivesT3RocketLauncherSchematic,Rocket Launcher Schematic
gunHandgunT0PipePistol,ปืนลูกโม่
gunHandgunT0PipePistolDesc,ปืนลูกโม่ไทยประดิษฐ์ที่ใช้กระสุน 9มม.\nซ่อมแซมด้วยท่อเหล็กสั้น\nย่อยเพื่อรับเศษเหล็ก.
gunHandgunT1Pistol,ปืนพก
gunHandgunT1PistolDesc,ปืนพกพื้นฐานที่ใช้กระสุน 9 มม.\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนพก.
gunHandgunT1PistolParts,อะไหล่ปืนพก
gunHandgunT1PistolSchematic,แผนผังปืนพก
gunHandgunT2Magnum44,.44 แม็กนั่ม
gunHandgunT2Magnum44Desc,.44 แม็กนั่ม เป็นราชาแห่งปืนพก ทรงพลังที่สุดแต่ก็ส่งเสียงดังที่สุด กวัดแกว่งปืนเหมือนแบดบอยและทำให้คลินท์ภูมิใจ\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนพก.
gunHandgunT2Magnum44Schematic,แผนผัง .44แม็กนั่ม
gunHandgunT3DesertVulture,.44 ดีเสิทอีเกิล
gunHandgunT3DesertVultureDesc,ปืนพกหนักนี้ใช้กระสุน .44 แม็กนั่ม\n\nซ่อมแซมด้วยชุดซ่อม\nย่อเพื่อรับชิ้นส่วนปืนพก.
gunHandgunT3DesertVultureSchematic,แผนผัง .44 ดีเสิทอีเกิล
gunHandgunT3SMG5,SMG-5
gunHandgunT3SMG5Desc,ปืนกลเบานี้ใช้กระสุน 9 มม.\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนพก.
gunHandgunT3SMG5Schematic,แผนผัง SMG-5
gunMGT0PipeMachineGun,ปืนกลไทยประดิษฐ์
gunMGT0PipeMachineGunDesc,ปืนกลไทยประดิษฐ์ใช้กระสุน 7.62 มม.\n\nซ่อมแซมด้วยท่อเหล็กสั้น\nย่อยเพื่อรับเศษเหล็ก.
gunMGT1AK47,AK-47
gunMGT1AK47Desc,ปืนกล AK-47 สุดเหี้ยมนี้ใช้กระสุน 7.62 มม.\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนกล.
gunMGT1AK47Parts,อะไหล่ปืนกล
gunMGT1AK47Schematic,แผนผังปืนกล AK-47
gunMGT2TacticalAR,ปืนไรเฟิลจู่โจม
gunMGT2TacticalARDesc,ปืนไรเฟิลจู่โจมทางยุทธวิธีนี้ใช้กระสุน 7.62 มม.\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนกล.
gunMGT2TacticalARSchematic,แผนผังปืนไรเฟิลจู่โจม
gunMGT3M60,ปืนกล M60
gunMGT3M60Desc,ปืนกลหนักที่ค่อนข้างยุ่งยากในการใช้งาน แต่ในเรื่องการยิงรัวนั้นดีเยี่ยม\nเจ้านี่ต้องใช้กระสุน 7.62 มม.\nซ่อมโดยใช้ชุดซ่อม\nย่อยเพื่อรับเป็นชิ้นส่วนปืนกล.
gunMGT3M60Schematic,แผนผังปืนกล M60
gunPartsGroupDesc,ย่อยชุดเกราะ เครื่องมือ และอาวุธขั้นสูงเพื่อรับไอเท็มเหล่านี้ เเละใช้พวกมันเพื่อสร้างไอเท็มใหม่.
gunRifleT0PipeRifle,ปืนไรเฟิลไทยประดิษฐ์
gunRifleT0PipeRifleDesc,ปืนไรเฟิลไทยประดิษฐ์ใช้กระสุน 7.62 มม.\nและซ่อมแซมด้วยท่อเหล็กสั้น\nย่อยเพื่อรับเหล็ก.
gunRifleT1HuntingRifle,ปืนไรเฟิลล่าสัตว์
gunRifleT1HuntingRifleDesc,ปืนไรเฟิลล่าสัตว์ทั่วไปของเกษตรกร ใช้กระสุน 7.62 มม.\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนไรเฟิล.
gunRifleT1HuntingRifleParts,อะไหล่ปืนไรเฟิล
gunRifleT1HuntingRifleSchematic,แผนผังปืนไรเฟิลล่าสัตว์
gunRifleT2LeverActionRifle,ลิเวอร์แอคชั่นไรเฟิล
gunRifleT2LeverActionRifleDesc,ปืนไรเฟิลลิเวอร์แอคชั่นนี้ใช้กระสุน 7.62 มม. และเป็นตัวเลือกแรกของคุณหากคุณต้องการทำให้การยิงนั้นมีค่า\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนไรเฟิล.
gunRifleT2LeverActionRifleSchematic,แผนผังปืนไรเฟิลลิเวอร์แอคชั่น
gunRifleT3SniperRifle,ไรเฟิลซุ่มยิง
gunRifleT3SniperRifleDesc,ปืนไรเฟิลระยะไกลที่มีความแม่นยำสูง\nเหมาะสำหรับการลอบโจมตีศัตรูในระยะไกล\n\nซ่อมแซมด้วยชุดซ่อม\nย่อยเพื่อรับชิ้นส่วนปืนไรเฟิล
gunRifleT3SniperRifleSchematic,แผนผังปืนไรเฟิลซุ่มยิง
gunShotgunT0Blunderbuss,Blunderbuss
gunShotgunT0BlunderbussDesc,A primitive muzzleloader can be crafted from mainly forged iron. Effective at very close ranges.\n\nRepair with Short Iron Pipe.\nScrap to Iron.
gunShotgunT0PipeShotgun,ปืนลูกซอง
gunShotgunT0PipeShotgunDesc,ปืนลูกซองไทยประดิษฐ์\nมีประสิทธิภาพในระยะใกล้ๆมากกว่า\nซ่อมแซมด้วยท่อเหล็กสั้น\n\nย่อยเพื่อรับ เหล็ก.
gunShotgunT1DoubleBarrel,ลูกซองแฝด
gunShotgunT1DoubleBarrelDesc,ลูกซองแฝดทั้งเก่าเเละขึ้นสนิม\nเหมาะสำหรับการสังหารในระยะประชิด\n\nซ่อมด้วยชุดซ่อม\nย่อยเพื่อรับอะไหล่ปืนลูกซอง.
gunShotgunT1DoubleBarrelParts,อะไหล่ปืนลูกซอง
gunShotgunT1DoubleBarrelSchematic,แผนผังปืนลูกซองแฝด
gunShotgunT2PumpShotgun,ปั้มช็อตกัน
gunShotgunT2PumpShotgunDesc,A long-barreled shotgun with pump action loading .\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.
gunShotgunT2PumpShotgunSchematic,แผนผังปืนปั้มช็อตกัน
gunShotgunT3AutoShotgun,ปืนลูกซองอัตโนมัติ
gunShotgunT3AutoShotgunDesc,This semi automatic shotgun is a rare and devasting short range weapon capable of making minced meat out of anything in its path.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.
gunShotgunT3AutoShotgunSchematic,แผนผังปืนลูกซองอัตโนมัติ
thrownAmmoMolotovCocktail,ระเบิดขวด
thrownAmmoMolotovCocktailDesc,Page one of the Anarchist's Cookbook.\nLight with [action:local:Secondary]\nThrow with [action:local:Primary]
thrownAmmoPipeBomb,ไปป์บอมบ์
thrownAmmoPipeBombDesc,ทำไปป์บอมบ์ด้วยดินปืน ไปป์ และเส้นใยพืช.\nจุดชนวน [action:local:Secondary]\nโยน [action:local:Primary]
thrownAmmoPipeBombSchematic,แผนผังไปป์บอมบ์
thrownDynamite,ไดนาไมต์
thrownDynamiteDesc,A stick of dynamite.\nLight with [action:local:Secondary]\nThrow with [action:local:Primary]\nThe throwing part is very important.
thrownDynamiteSchematic,Stick of Dynamite Schematic
thrownGrenade,ระเบิดมือ
thrownGrenadeContact,Contact Grenade (Ammo)
thrownGrenadeContactDesc,Contact-fused grenades are volatile devices that explode on contact when armed.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]
thrownGrenadeContactSchematic,Contact Grenade Schematic
thrownGrenadeDesc,Pull pin. Throw.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]
thrownGrenadeSchematic,แผนผังระเบิดมือ
thrownTimedCharge,C4
thrownTimedChargeDesc,A shaped charge that applies highly concentrated damage.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]
ammoGasCan,ถังน้ำมันก๊าซ
ammoGasCanBundle,กองน้ำมันก๊าช (10000)
ammoGasCanBundleDesc,This is a compact stack of gas cans. Use this item to open and unpack it.
ammoGasCanDesc,ถังน้ำมันก๊าซ สามารถใช้เป็นเชื้อเพลิงแก่เครื่องมือและยานพาหนะที่ขับเคลื่อนด้วยไฟฟ้า.\nสร้างได้ครั้งละ10จำนวน .
ammoGasCanSchematic,สูตรถังน้ำมันก๊าช
bucketEmpty,ถัง
bucketEmptyDesc,ถังเปล่าสามารถใช้ตักน้ำและขนส่งน้ำได้
bucketRiverWater,ถังน้ำ
bucketRiverWaterDesc,น้ำสามารถเทลงในหลุมดินที่ขุดไว้เพื่อกักเก็บได้
candle,เทียน
candleDesc,เทียนสามารถนำไปเป็นแหล่งกำเนิดแสงหรือวางไว้บนผนังได้ แต่มันอาจดึงดูดซอมบี้ได้.
carBattery,แบตเตอรี่รถยนต์
carBatteryDesc,แบตเตอรี่รถยนต์สามารถใช้สร้างยานยนต์ได้ เช่นเดียวกับการย่อยหรือหลอมเพื่อรับตะกั่ว ชาร์จไฟได้ในแบตเตอรีแบตสำรอง.
casinoCoin,เหรียญดุ๊กคาสิโน
casinoCoinDesc,เหรียญคาสิโนของดุ๊ก\nหลังการแพร่ระบาดและสงคราม\nเหรียญทองเหลืองเหล่านี้\n\nกลายเป็นสกุลเงินสำหรับการค้าขายในนาเวซเกน
craftingResourcesPackAdmin,Dev: Crafting Resources Pack
levelDesignToolsAdmin,Dev: Level Design Tools
modRoboticDroneArmorPlatingModSchematic,Robotic Drone Armor Plating Mod Schematic
modRoboticDroneCargoModSchematic,Robotic Drone Cargo Mod Schematic
modRoboticDroneHeadlampModSchematic,Robotic Headlamp Mod Schematic
modRoboticDroneMedicModSchematic,Robotic Drone Medic Mod Schematic
modRoboticDroneMoraleBoosterModSchematic,Robotic Drone Morale Booster Mod Schematic
modRoboticDroneWeaponModSchematic,Robotic Drone Weapon Mod Schematic
modVehicleExpandedSeatSchematic,Vehicle Expanded Seating Mod Schematic
modVehicleReserveFuelTankSchematic,Vehicle Reserve Fuel Tank Mod Schematic
oldCash,เงินเก่าๆ
oldCashDesc,มันเคยใช้ได้ถูกต้องตามกฎหมาย. ตอนนี้มีค่าเท่ากับกระดาษ.
questReward4x4PartsBundle,ชุดอะไหล่ 4x4
questRewardActiveTrapsBundleDesc,A bundle of active traps and supporting components.
questRewardAmmoCraftingBundle,Ammo Crafting Bundle
questRewardAmmoCraftingBundleDesc,A bundle of ammo crafting ingredients.
questRewardArmorBundleDesc,A bundle containing the title armor set.
questRewardAutoTurretBundle,Auto Turret Bundle
questRewardBatteryBankBundle,Battery Bank Bundle
questRewardBladeTrapBundle,Blade Trap Bundle
questRewardBonusArmorBundleDesc,A bundle containing the title armor set with a boost in quailty.
questRewardBookBundleDesc,A bundle of random books.
questRewardDartTrapBundle,Dart Trap Bundle
questRewardElectricalPowerBundleDesc,A bundle of electrical power systems and supporting components.
questRewardFarmBundleDesc,A bundle of farm plots and random seeds.
questRewardFarmT1Bundle,Farm Bundle 01
questRewardFarmT2Bundle,Farm Bundle 02
questRewardFarmT3Bundle,Farm Bundle 03
questRewardFoodBundleDesc,A bundle of food.
questRewardGeneratorBankBundle,Generator Bank Bundle
questRewardGyrocopterPartsBundle,Gyrocopter Parts Bundle
questRewardLegendaryRangedWeaponBundleDesc,A bundle containing the title firearm and its required ammo with a guaranteed high quality.
questRewardMeleeModsBundleDesc,A bundle of random melee mods.
questRewardMinibikePartsBundle,Minibike Parts Bundle
questRewardMiningHelmetBundle,Mining Helmet Bundle
questRewardMiningHelmetBundleDesc,A bundle containing a mining helmet and helmet light.
questRewardMotorcyclePartsBundle,Motorcycle Parts Bundle
questRewardRangedModsBundleDesc,A bundle of random ranged mods.
questRewardRangedWeaponBundleDesc,A bundle containing the title firearm and its required ammo.
questRewardSecuritySystemBundle,Security Camera Bundle
questRewardSecuritySystemBundleDesc,A bundle of components designed to detect incoming enemies.
questRewardShotgunTurretBundle,Shotgun Turret Bundle
questRewardSolarBankBundle,Solar Bank Bundle
questRewardT0HandgunBundle,Pipe Pistol Bundle
questRewardT0HeavyArmorBonusBundle,Scrap Armor Bonus Bundle
questRewardT0HeavyArmorBundle,Scrap Armor Bundle
questRewardT0LightArmorBonusBundle,Cloth Armor Bonus Bundle
questRewardT0LightArmorBundle,Cloth Armor Bundle
questRewardT0MachineGunBundle,Pipe Machine Gun Bundle
questRewardT0RifleBundle,Pipe Rifle Bundle
questRewardT0ShotgunBundle,Pipe Shotgun Bundle
questRewardT1BookBundle,3 Book Bundle
questRewardT1HandgunBundle,Pistol Bundle
questRewardT1HeavyArmorBonusBundle,Iron Armor Bonus Bundle
questRewardT1HeavyArmorBundle,Iron Armor Bundle
questRewardT1LightArmorBonusBundle,Leather Armor Bonus Bundle
questRewardT1LightArmorBundle,Leather Armor Bundle
questRewardT1MachineGunBundle,AK47 Bundle
questRewardT1MeleeModsBundle,Melee Mods Bundle 01
questRewardT1RangedModsBundle,Ranged Mods Bundle 01
questRewardT1RifleBundle,Hunting Rifle Bundle
questRewardT1ShotgunBundle,Double Barrel Shotgun Bundle
questRewardT1TrapsBundle,Traps Bundle 01
questRewardT1TrapsBundleDesc,A bundle of passive traps.
questRewardT2BookBundle,4แพ็คหนังสือ
questRewardT2FoodBundle,แพ็คอาหาร01
questRewardT2HandgunBundle,แพ็ค.44 แม็กนั่ม
questRewardT2HeavyArmorBonusBundle,Steel Armor Bonus Bundle
questRewardT2HeavyArmorBundle,Steel Armor Bundle
questRewardT2LightArmorBonusBundle,Military Armor Bonus Bundle
questRewardT2LightArmorBundle,Military Armor Bundle
questRewardT2MachineGunBundle,Tactical Assault Rifle Bundle
questRewardT2MeleeModsBundle,Melee Mods Bundle 02
questRewardT2RangedModsBundle,Ranged Mods Bundle 02
questRewardT2RifleBundle,Lever Action Rifle Bundle
questRewardT2ShotgunBundle,Pump Shotgun Bundle
questRewardT2TrapsBundle,Traps Bundle 02
questRewardT2TrapsBundleDesc,A bundle of higher tiered passive traps.
questRewardT3BookBundle,5 Book Bundle
questRewardT3FoodBundle,Food Bundle 02
questRewardT3HandgunBundle,.44 Desert Vulture Bundle
questRewardT3HandgunLegendaryBundle,.44 Desert Vulture Legendary Bundle
questRewardT3MachineGunBundle,M60 Machine Gun Bundle
questRewardT3MachineGunLegendaryBundle,M60 Machine Gun Legendary Bundle
questRewardT3MeleeModsBundle,Melee Mods Bundle 03
questRewardT3RangedModsBundle,Ranged Mods Bundle 03
questRewardT3RifleBundle,Sniper Rifle Bundle
questRewardT3RifleLegendaryBundle,Sniper Rifle Legendary Bundle
questRewardT3ShotgunBundle,แพคหปืนลูกซองอัตโนมัติ
questRewardT3ShotgunLegendaryBundle,แพคปืนลูกซองอัตโนมัติ ในตำนาน
questRewardT3SMGBundle,SMG-5 Bundle
questRewardT3SMGLegendaryBundle,SMG-5 Legendary Bundle
questRewardT4BookBundle,6 Book Bundle
questRewardT4FoodBundle,Food Bundle 03
questRewardT5BookBundle,7 Book Bundle
questRewardVechileBundleDesc,A bundle of components to help craft the title vehicle.
rareOresGroupDesc,ในการขุดคุณจะพบโลหะหรือแร่ธาตุหายากเป็นครั้งคราว ย่อมมีค่าสำหรับใครบางคนอย่างแน่นอน.
resourceAcid,ขวดกรด
resourceAcidDesc,ใช้ในสูตรการประดิษฐ์ขั้นสูงต่างๆ.
resourceAirFilter,กรองอากาศรถยนต์
resourceAirFilterDesc,กรองอากาศรถเก่า. ทุบทิ้งหรือใช้ทำปลอกกับระเบิด.
resourceAnimalFat,ไขมันสัตว์
resourceAnimalFatDesc,ไขมันสัตว์สามารถรับประทานแบบดิบๆ หรือใช้ประกอบอาหารหรือสูตรการประดิษฐ์อื่นๆ ได้.
resourceArrowHeadIron,หัวลูกธนูเหล็ก
resourceArrowHeadIronDesc,ปลายหัวเหล็กกว้างใช้สำหรับทำลูกธนูและสลักเกลียวเหล็ก.
resourceArrowHeadSteelAP,หัวลูกธนูเหล็กกล้า
resourceArrowHeadSteelAPDesc,หัวลูกธนูบอดกิ้นทำจากเหล็กกล้า ใช้ประดิษฐ์ลูกธนูและลูกธนูเจาะเกราะ.
resourceBone,กระดูก
resourceBoneDesc,อาจจะเป็นกระดูกธรรมดาจากสัตว์?.
resourceBrassObjectGroupDesc,ทองเหลืองสามารถนำไปย่อยเป็นเศษทองเหลืองในเป้ของคุณ\n\nหรือหลอมในเตาหลอมเพื่อเป็นทรัพยากรหลัก
resourceBrokenGlass,เศษกระจก
resourceBrokenGlassDesc,แก้วที่แตกสามารถหลอมเป็น (ทราย) ที่เตาหลอม\nหรือใช้เพื่อจบชีวิตของตัวเองไปซะ\nถ้าหากวันสิ้นโลกนั้นมันมากเกินไปสำหรับคุณ
resourceBulletCasing,ปลอกกระสุน
resourceBulletCasingDesc,ปลอกกระสุนสามารถประดิษฐ์ขึ้นที่โรงตีเหล็กและใช้ในการผลิตกระสุนปืน.
resourceBulletTip,หัวกระสุน
resourceBulletTipDesc,หัวกระสุนสามารถประดิษฐ์ขึ้นที่โรงหลอมและใช้สำหรับสร้างกระสุนปืน.
resourceCandleStick,เชิงเทียนทองเหลือง
resourceCandyTin,กระป๋องลูกอม
resourceCandyTinDesc,Grandma's candy tin. Good for scrapping or a perfect casing for a yummy home cooked land mine!
resourceCement,ปูน
resourceCementDesc,ปูนซีเมนต์ใช้สำหรับผสมคอนกรีต ต้องใช้เครื่องโม่ปูน.
resourceClayLump,ดินเหนียว
resourceClayLumpDesc,ดินเหนียวหรือดินร่วนเป็นทรัพยากรหลักสำหรับการตีขึ้นรูปและทำฟาร์ม\nและสามารถเก็บเกี่ยวได้จากดินชั้นบนสุดของเกือบทุกพิ้นที่
resourceCloth,เศษผ้า
resourceClothDesc,ผ้าเป็นวัตถุดิบหลักในการเอาตัวรอดสำ ใช้สำหรับเสื้อผ้า ผ้าพันแผล และอื่นๆ.
resourceCoal,ถ่าน
resourceCoalBundle,กองถ่าน (6000)
resourceCoalBundleDesc,นี่คือกองถ่านหินขนาดกะทัดรัด ใช้ไอเทมนี้ในการเปิดและแกะมัน.
resourceCoalDesc,แหล่งเชื้อเพลิงชั้นยอด\nและเป็นส่วนประกอบหลักสำหรับดินปืน
resourceCobblestones,หินคอบเบิลสโตน
resourceCobblestonesDesc,หินก้อนกรวด\n\nสามารถใช้สร้างหินกรวดและก้อนหินปูถนนที่ทนทานอย่างน่าประหลาดใจ.
resourceConcreteMix,ปูนผสม
resourceConcreteMixDesc,"สามารถใช้เป็นทรัพยากรในการอัพเกรดกรอบเหล็กเส้น, cobblestone or brick into solid concrete walls or to craft concrete blocks in a cement mixer."
resourceCrushedSand,ทรายละเอียด
